invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date,payment_id
103985,Skin Care,Moisturizer,4,44.81,28,57,2021-10-18,6
103986,Skin Care,Face Wash,3,10.37,53,253,2023-08-17,1
103987,Skin Care,Sunscreen,2,89.25,9,269,2024-10-11,3
103988,Body Care and Hygiene,Deodorant,3,23.33,12,574,2023-08-15,10
103989,Skin Care,Face Wash,1,54.25,25,411,2020-07-29,9
103990,Body Care and Hygiene,Deodorant,2,24.83,52,620,2022-08-10,10
103991,Skin Care,Lip Balm,2,12.67,59,445,2022-08-31,10
103992,Hair Care,Conditioner,1,35.19,23,250,2024-11-19,2
103993,Skin Care,Moisturizer,4,41.96,43,445,2022-02-09,4
103994,Oral Care,Mouthwash,4,14.31,21,997,2021-11-05,1
103995,Skin Care,Sunscreen,4,55.05,10,82,2020-10-23,8
103996,Hair Care,Shampoo,2,44.21,26,309,2020-12-15,8
103997,Skin Care,Lip Balm,1,11.94,34,37,2020-04-11,1
103998,Oral Care,Toothpaste,4,6.92,35,776,2023-07-02,1
103999,Skin Care,Moisturizer,2,27.98,1,389,2022-01-11,5
104000,Skin Care,Face Wash,4,83.32,49,501,2024-04-15,2
104001,Skin Care,Lip Balm,2,40.85,3,230,2021-03-23,5
104002,Hair Care,Conditioner,2,43.32,20,36,2024-09-13,10
104003,Skin Care,Sunscreen,1,21.86,14,69,2021-04-14,6
104004,Oral Care,Mouthwash,3,15.97,43,788,2020-01-26,10
104005,Skin Care,Lip Balm,3,58.36,2,401,2021-04-10,4
104006,Body Care and Hygiene,Deodorant,2,23.96,28,103,2021-10-24,2
104007,Body Care and Hygiene,Deodorant,1,8.6,5,397,2020-12-21,10
104008,Skin Care,Face Wash,3,22.14,56,248,2024-01-24,5
104009,Hair Care,Conditioner,2,37.5,35,787,2021-03-04,4
104010,Body Care and Hygiene,Hand Sanitizer,2,21.89,29,371,2021-03-13,2
104011,Skin Care,Sunscreen,1,99.09,59,674,2024-07-23,3
104012,Skin Care,Sunscreen,3,62.67,7,42,2023-11-20,10
104013,Hair Care,Shampoo,2,9.55,23,700,2020-01-12,6
104014,Skin Care,Sunscreen,1,63.78,46,46,2020-12-02,5
104015,Body Care and Hygiene,Hand Sanitizer,4,5.72,54,54,2021-12-31,6
104016,Hair Care,Hair Oil,2,25.3,45,14,2020-12-01,4
104017,Hair Care,Hair Oil,1,6.81,53,852,2022-08-02,6
104018,Body Care and Hygiene,Hand Sanitizer,4,9.89,34,132,2020-09-17,1
104019,Hair Care,Conditioner,3,8.67,6,335,2023-05-23,3
104020,Oral Care,Toothpaste,2,10.56,42,120,2023-11-20,4
104021,Hair Care,Conditioner,2,15.12,38,739,2021-04-01,7
104022,Skin Care,Moisturizer,4,55.87,56,661,2024-12-14,1
104023,Skin Care,Sunscreen,3,86.01,51,331,2023-02-16,9
104024,Oral Care,Mouthwash,1,3.4,11,942,2022-01-06,5
104025,Skin Care,Moisturizer,3,61.27,25,68,2023-03-16,7
104026,Hair Care,Hair Oil,3,23.05,8,435,2023-03-18,7
104027,Skin Care,Face Wash,4,46.78,30,346,2020-09-06,10
104028,Hair Care,Hair Oil,1,18.85,60,566,2024-11-03,3
104029,Skin Care,Lip Balm,1,44.52,7,596,2022-11-03,8
104030,Skin Care,Sunscreen,4,28.21,40,992,2023-10-30,1
104031,Oral Care,Toothpaste,2,2.37,4,669,2020-05-31,6
104032,Hair Care,Conditioner,1,28.3,24,637,2022-05-25,9
104033,Oral Care,Toothpaste,2,16.19,59,602,2021-09-09,5
104034,Skin Care,Face Wash,1,49.9,46,120,2021-08-03,9
104035,Skin Care,Lip Balm,3,43.06,41,894,2023-02-21,8
104036,Skin Care,Sunscreen,3,51.78,15,742,2022-07-02,5
104037,Hair Care,Shampoo,4,19.83,12,97,2021-03-26,2
104038,Hair Care,Shampoo,1,15.44,46,521,2020-07-29,2
104039,Body Care and Hygiene,Body Lotion,3,10.98,29,658,2021-05-10,3
104040,Skin Care,Moisturizer,1,59.81,54,128,2020-07-28,2
104041,Skin Care,Face Wash,3,47.43,42,200,2023-03-27,10
104042,Oral Care,Toothpaste,2,14.76,52,397,2020-11-03,6
104043,Body Care and Hygiene,Hand Sanitizer,2,26.67,32,903,2021-06-24,2
104044,Skin Care,Moisturizer,4,74.35,50,986,2022-10-14,8
104045,Skin Care,Sunscreen,3,13.07,10,918,2021-08-15,3
104046,Skin Care,Moisturizer,4,99.49,21,140,2022-08-04,3
104047,Oral Care,Toothpaste,4,13.16,32,582,2020-04-28,3
104048,Oral Care,Mouthwash,4,5.97,50,413,2020-12-06,8
104049,Skin Care,Face Wash,2,67.8,33,266,2020-01-27,8
104050,Hair Care,Conditioner,2,41.68,19,136,2024-02-01,1
104051,Skin Care,Moisturizer,3,92.03,60,704,2023-02-10,7
104052,Body Care and Hygiene,Hand Sanitizer,4,19.87,37,906,2020-01-12,10
104053,Oral Care,Mouthwash,4,17.37,17,445,2021-08-22,1
104054,Body Care and Hygiene,Deodorant,2,6.54,55,136,2023-04-01,1
104055,Body Care and Hygiene,Hand Sanitizer,2,21.76,60,528,2024-05-05,1
104056,Hair Care,Conditioner,3,40.67,21,804,2023-08-04,1
104057,Body Care and Hygiene,Hand Sanitizer,4,16.3,18,325,2022-10-06,7
104058,Body Care and Hygiene,Deodorant,1,3.98,9,840,2023-08-25,8
104059,Hair Care,Hair Oil,4,37.89,10,661,2024-03-29,4
104060,Skin Care,Sunscreen,2,76.87,55,369,2020-07-15,1
104061,Hair Care,Conditioner,4,18.71,57,870,2020-01-27,2
104062,Hair Care,Conditioner,4,18.7,7,845,2021-01-28,2
104063,Body Care and Hygiene,Hand Sanitizer,3,28.71,43,577,2021-05-29,6
104064,Skin Care,Lip Balm,3,17.31,6,725,2022-03-07,4
104065,Body Care and Hygiene,Hand Sanitizer,4,28.13,44,835,2023-05-01,5
104066,Skin Care,Lip Balm,1,26.35,23,202,2023-08-27,6
104067,Body Care and Hygiene,Body Lotion,3,20.44,55,652,2020-05-13,8
104068,Skin Care,Lip Balm,2,28.38,23,356,2024-11-27,8
104069,Skin Care,Lip Balm,2,31.46,39,443,2021-08-26,3
104070,Body Care and Hygiene,Deodorant,4,14.65,55,667,2020-12-27,2
104071,Skin Care,Face Wash,3,27.34,24,236,2022-10-08,7
104072,Oral Care,Mouthwash,1,4.64,16,140,2024-03-21,6
104073,Skin Care,Face Wash,3,71.54,35,253,2024-06-16,3
104074,Skin Care,Lip Balm,3,40.08,44,983,2020-10-01,3
104075,Body Care and Hygiene,Deodorant,3,3.7,27,297,2023-11-15,2
104076,Oral Care,Toothpaste,4,13.05,51,575,2021-10-02,9
104077,Body Care and Hygiene,Deodorant,2,19.42,60,587,2024-12-14,2
104078,Hair Care,Conditioner,4,18.44,29,380,2024-11-01,10
104079,Hair Care,Hair Oil,2,8.87,35,699,2024-12-25,7
104080,Hair Care,Shampoo,2,19.39,18,635,2021-01-15,3
104081,Skin Care,Moisturizer,4,92.77,44,178,2023-04-19,10
104082,Hair Care,Hair Oil,1,22.31,37,218,2024-08-14,1
104083,Skin Care,Lip Balm,1,39.73,22,152,2021-11-30,6
104084,Body Care and Hygiene,Deodorant,2,27.43,55,472,2023-01-18,6
104085,Oral Care,Toothpaste,3,12.61,29,994,2021-09-11,3
104086,Body Care and Hygiene,Hand Sanitizer,1,20.74,43,69,2022-05-18,6
104087,Body Care and Hygiene,Deodorant,3,20.99,53,420,2020-02-07,7
104088,Oral Care,Mouthwash,4,4.12,22,299,2022-10-21,3
104089,Hair Care,Hair Oil,3,31.7,56,404,2024-06-05,8
104090,Body Care and Hygiene,Hand Sanitizer,1,19.91,59,468,2022-05-15,2
104091,Hair Care,Conditioner,3,45.99,53,977,2022-02-21,1
104092,Oral Care,Mouthwash,2,6.27,15,685,2023-02-17,4
104093,Body Care and Hygiene,Deodorant,4,7.93,4,930,2022-05-15,3
104094,Hair Care,Conditioner,3,27.04,40,96,2021-05-24,2
104095,Hair Care,Hair Oil,2,32.95,28,584,2022-04-29,2
104096,Skin Care,Lip Balm,3,88.12,58,465,2023-10-23,2
104097,Body Care and Hygiene,Deodorant,1,16.09,52,466,2022-01-07,3
104098,Skin Care,Face Wash,2,88.15,30,367,2023-02-22,6
104099,Body Care and Hygiene,Hand Sanitizer,4,17.98,16,280,2024-05-11,6
104100,Hair Care,Conditioner,3,37.53,52,728,2021-11-15,1
104101,Hair Care,Shampoo,2,13.48,48,275,2022-01-05,5
104102,Body Care and Hygiene,Body Lotion,3,7.11,45,869,2022-08-19,7
104103,Body Care and Hygiene,Body Lotion,3,14.39,1,924,2024-05-21,4
104104,Oral Care,Toothpaste,3,11.83,25,795,2024-02-04,8
104105,Body Care and Hygiene,Body Lotion,4,26.01,2,195,2020-03-26,2
104106,Hair Care,Conditioner,4,10.53,9,504,2020-04-18,7
104107,Hair Care,Hair Oil,1,36.7,45,422,2020-04-09,2
104108,Skin Care,Lip Balm,3,18.03,51,204,2022-08-09,6
104109,Oral Care,Toothpaste,1,14.53,24,86,2022-04-29,7
104110,Skin Care,Face Wash,3,54.71,47,657,2024-10-29,3
104111,Hair Care,Hair Oil,4,25.4,13,158,2024-06-14,6
104112,Skin Care,Sunscreen,3,10.69,54,960,2024-03-14,10
104113,Skin Care,Moisturizer,1,30.74,44,664,2024-02-09,8
104114,Oral Care,Toothpaste,4,14.99,48,978,2021-12-22,9
104115,Oral Care,Mouthwash,4,6.64,57,766,2021-03-12,7
104116,Body Care and Hygiene,Hand Sanitizer,3,5.54,40,313,2020-07-03,10
104117,Body Care and Hygiene,Body Lotion,2,19.05,56,221,2020-01-25,4
104118,Hair Care,Conditioner,1,40.2,21,839,2022-05-04,6
104119,Hair Care,Shampoo,1,8.62,39,362,2024-11-21,3
104120,Oral Care,Toothpaste,1,15.84,56,821,2023-02-26,5
104121,Skin Care,Face Wash,4,22.88,3,873,2024-02-17,9
104122,Skin Care,Moisturizer,4,79.13,22,224,2022-12-22,9
104123,Oral Care,Toothpaste,4,12.51,42,202,2022-11-26,9
104124,Skin Care,Lip Balm,3,63.97,28,614,2022-09-02,3
104125,Skin Care,Face Wash,4,58.0,51,310,2021-09-07,8
104126,Body Care and Hygiene,Hand Sanitizer,4,15.04,30,326,2021-05-15,1
104127,Hair Care,Shampoo,1,48.94,53,456,2022-10-17,9
104128,Skin Care,Face Wash,2,41.47,42,349,2023-10-17,9
104129,Oral Care,Mouthwash,1,8.83,8,625,2020-03-05,8
104130,Hair Care,Conditioner,2,37.65,24,711,2023-01-11,1
104131,Skin Care,Sunscreen,1,73.25,17,771,2022-09-25,9
104132,Hair Care,Conditioner,1,30.99,41,780,2020-07-14,7
104133,Hair Care,Hair Oil,3,22.98,21,969,2022-11-28,5
104134,Body Care and Hygiene,Deodorant,4,19.28,35,860,2022-12-14,4
104135,Oral Care,Toothpaste,1,3.33,52,127,2020-04-11,6
104136,Skin Care,Lip Balm,1,26.22,57,730,2020-09-11,9
104137,Hair Care,Shampoo,1,34.15,34,260,2020-11-07,7
104138,Oral Care,Mouthwash,3,9.21,1,29,2020-10-28,8
104139,Body Care and Hygiene,Body Lotion,3,7.42,36,355,2024-10-11,4
104140,Body Care and Hygiene,Hand Sanitizer,3,9.0,28,795,2021-08-18,9
104141,Skin Care,Lip Balm,3,80.62,22,673,2021-06-22,10
104142,Skin Care,Face Wash,3,57.42,5,550,2023-01-22,2
104143,Body Care and Hygiene,Hand Sanitizer,3,24.3,35,650,2021-09-21,3
104144,Skin Care,Lip Balm,2,97.0,32,43,2025-01-09,1
104145,Oral Care,Mouthwash,1,15.38,59,817,2023-07-26,5
104146,Skin Care,Moisturizer,3,22.01,48,739,2022-05-19,9
104147,Body Care and Hygiene,Body Lotion,4,9.35,30,640,2021-05-11,10
104148,Hair Care,Shampoo,1,35.29,17,259,2020-10-02,3
104149,Skin Care,Lip Balm,3,65.42,23,829,2024-03-16,6
104150,Skin Care,Face Wash,3,97.77,17,279,2020-07-16,1
104151,Hair Care,Hair Oil,2,27.76,4,608,2023-07-09,10
104152,Hair Care,Hair Oil,2,15.67,59,925,2023-09-03,9
104153,Hair Care,Conditioner,2,30.05,55,906,2021-12-23,4
104154,Skin Care,Lip Balm,4,91.84,50,677,2023-12-06,10
104155,Body Care and Hygiene,Hand Sanitizer,1,9.97,3,335,2024-10-17,9
104156,Body Care and Hygiene,Hand Sanitizer,3,4.91,35,39,2022-05-01,9
104157,Body Care and Hygiene,Deodorant,3,18.89,1,192,2022-10-05,10
104158,Body Care and Hygiene,Hand Sanitizer,1,7.06,36,380,2020-11-05,6
104159,Skin Care,Moisturizer,2,51.95,15,755,2023-08-10,1
104160,Oral Care,Toothpaste,2,16.39,9,93,2023-10-19,9
104161,Skin Care,Sunscreen,2,85.49,26,247,2020-01-12,4
104162,Hair Care,Shampoo,1,41.06,24,856,2024-10-21,2
104163,Body Care and Hygiene,Hand Sanitizer,4,28.96,56,206,2020-06-29,3
104164,Skin Care,Lip Balm,1,22.09,8,172,2024-11-19,4
104165,Skin Care,Moisturizer,1,87.93,47,819,2024-03-17,7
104166,Skin Care,Lip Balm,2,31.01,18,737,2020-03-28,8
104167,Hair Care,Hair Oil,2,40.3,59,360,2024-12-30,10
104168,Hair Care,Conditioner,1,13.23,6,559,2022-12-26,10
104169,Hair Care,Conditioner,2,36.05,39,161,2022-04-28,3
104170,Skin Care,Moisturizer,3,90.53,13,478,2023-11-13,1
104171,Skin Care,Face Wash,4,49.9,21,959,2021-01-22,4
104172,Oral Care,Toothpaste,1,7.08,57,57,2021-10-23,8
104173,Skin Care,Face Wash,2,24.1,54,179,2023-02-03,10
104174,Skin Care,Face Wash,3,86.4,16,558,2022-07-28,3
104175,Skin Care,Sunscreen,1,14.7,57,390,2024-08-03,10
104176,Skin Care,Lip Balm,1,89.3,29,760,2021-12-09,7
104177,Hair Care,Shampoo,1,43.55,20,380,2024-03-08,10
104178,Skin Care,Face Wash,4,11.5,22,43,2023-01-20,6
104179,Skin Care,Lip Balm,1,31.97,43,108,2024-10-17,3
104180,Body Care and Hygiene,Hand Sanitizer,4,27.98,42,170,2021-02-25,3
104181,Skin Care,Moisturizer,3,96.1,12,481,2024-12-10,1
104182,Hair Care,Hair Oil,3,43.95,13,705,2020-09-16,10
104183,Skin Care,Moisturizer,3,79.18,27,287,2020-01-01,8
104184,Hair Care,Shampoo,1,7.57,42,790,2021-05-29,4
104185,Body Care and Hygiene,Body Lotion,3,12.83,27,716,2020-06-14,6
104186,Body Care and Hygiene,Deodorant,2,27.22,46,928,2022-06-21,2
104187,Skin Care,Moisturizer,2,40.08,4,958,2022-06-27,4
104188,Skin Care,Lip Balm,1,19.29,2,360,2024-09-12,3
104189,Body Care and Hygiene,Deodorant,4,13.57,56,894,2021-12-10,9
104190,Body Care and Hygiene,Hand Sanitizer,4,20.19,39,831,2021-02-12,9
104191,Hair Care,Shampoo,3,25.03,31,211,2023-03-24,3
104192,Body Care and Hygiene,Body Lotion,3,21.46,45,485,2022-01-24,8
104193,Body Care and Hygiene,Hand Sanitizer,1,16.85,31,783,2021-01-14,4
104194,Skin Care,Lip Balm,3,80.33,6,333,2020-11-20,10
104195,Skin Care,Lip Balm,3,59.21,12,234,2023-04-01,7
104196,Skin Care,Lip Balm,4,90.07,2,473,2022-02-03,7
104197,Oral Care,Mouthwash,1,14.2,5,882,2021-09-22,5
104198,Skin Care,Moisturizer,1,31.67,8,10,2024-09-09,2
104199,Body Care and Hygiene,Hand Sanitizer,3,6.99,21,90,2022-12-30,7
104200,Body Care and Hygiene,Deodorant,3,24.34,31,447,2024-12-26,8
104201,Oral Care,Mouthwash,3,4.51,54,309,2021-12-31,6
104202,Hair Care,Conditioner,2,25.64,17,730,2020-01-16,4
104203,Body Care and Hygiene,Hand Sanitizer,3,20.25,23,79,2023-10-24,10
104204,Skin Care,Sunscreen,4,96.31,57,848,2024-01-22,1
104205,Hair Care,Shampoo,1,47.08,44,456,2020-04-03,10
104206,Body Care and Hygiene,Hand Sanitizer,1,11.88,27,427,2024-05-29,7
104207,Oral Care,Mouthwash,4,5.8,17,778,2020-11-20,3
104208,Hair Care,Hair Oil,2,34.95,54,334,2020-10-20,6
104209,Skin Care,Face Wash,2,78.39,16,275,2022-10-11,6
104210,Skin Care,Sunscreen,4,14.1,57,506,2021-05-21,4
104211,Body Care and Hygiene,Deodorant,2,23.91,54,634,2022-07-13,2
104212,Body Care and Hygiene,Body Lotion,4,7.84,54,948,2024-12-17,4
104213,Skin Care,Face Wash,3,74.07,47,869,2024-04-07,3
104214,Hair Care,Shampoo,1,8.19,49,591,2023-06-01,2
104215,Skin Care,Lip Balm,1,51.13,10,565,2022-09-22,10
104216,Skin Care,Moisturizer,1,53.59,49,935,2021-07-15,8
104217,Hair Care,Shampoo,4,19.96,13,566,2021-08-26,10
104218,Oral Care,Toothpaste,2,8.54,57,605,2024-10-18,1
104219,Hair Care,Hair Oil,4,49.24,60,175,2022-07-04,2
104220,Skin Care,Sunscreen,3,97.32,11,343,2022-10-09,1
104221,Body Care and Hygiene,Deodorant,3,24.31,28,921,2021-01-28,1
104222,Skin Care,Moisturizer,2,55.92,33,641,2023-03-26,7
104223,Hair Care,Shampoo,1,31.75,46,166,2020-04-22,2
104224,Body Care and Hygiene,Body Lotion,3,4.91,10,342,2020-08-19,9
104225,Hair Care,Hair Oil,1,21.18,51,727,2022-08-29,3
104226,Body Care and Hygiene,Body Lotion,4,20.86,35,795,2024-01-12,9
104227,Hair Care,Hair Oil,3,10.89,37,625,2023-11-26,5
104228,Hair Care,Hair Oil,4,42.66,56,913,2021-03-21,2
104229,Skin Care,Face Wash,4,77.07,14,8,2023-03-03,3
104230,Skin Care,Face Wash,3,28.84,9,180,2022-12-18,8
104231,Skin Care,Lip Balm,2,47.02,35,638,2021-09-04,3
104232,Skin Care,Sunscreen,3,43.75,43,392,2021-06-23,6
104233,Skin Care,Lip Balm,3,17.26,14,705,2022-08-23,9
104234,Body Care and Hygiene,Deodorant,4,7.31,19,866,2021-11-23,7
104235,Skin Care,Sunscreen,1,16.23,53,484,2021-09-24,10
104236,Body Care and Hygiene,Hand Sanitizer,1,28.95,55,727,2020-06-12,7
104237,Oral Care,Toothpaste,1,14.51,36,78,2020-06-21,9
104238,Hair Care,Conditioner,3,29.03,50,922,2021-04-11,4
104239,Oral Care,Mouthwash,2,12.42,13,241,2021-08-22,2
104240,Skin Care,Moisturizer,3,36.51,21,587,2023-10-15,3
104241,Skin Care,Sunscreen,1,45.01,19,813,2023-12-24,8
104242,Skin Care,Sunscreen,1,18.57,32,105,2024-03-10,9
104243,Skin Care,Lip Balm,2,63.46,34,906,2025-01-03,4
104244,Oral Care,Toothpaste,1,16.26,57,602,2024-04-23,9
104245,Skin Care,Lip Balm,2,45.16,12,95,2020-07-15,6
104246,Skin Care,Sunscreen,1,15.84,60,830,2021-07-31,9
104247,Skin Care,Lip Balm,4,43.8,27,269,2021-02-12,10
104248,Oral Care,Toothpaste,4,10.68,34,367,2020-11-12,4
104249,Skin Care,Moisturizer,1,88.23,25,493,2023-11-01,3
104250,Body Care and Hygiene,Hand Sanitizer,3,21.2,9,85,2022-10-15,1
104251,Skin Care,Sunscreen,1,83.77,59,909,2021-10-16,4
104252,Skin Care,Sunscreen,3,23.75,2,257,2022-07-25,3
104253,Skin Care,Face Wash,4,43.77,32,880,2023-03-21,8
104254,Body Care and Hygiene,Hand Sanitizer,3,12.22,8,889,2023-04-27,9
104255,Body Care and Hygiene,Deodorant,1,15.9,12,105,2023-06-19,7
104256,Oral Care,Toothpaste,4,3.77,27,935,2021-05-20,3
104257,Body Care and Hygiene,Hand Sanitizer,4,20.63,51,541,2022-07-19,8
104258,Body Care and Hygiene,Deodorant,3,6.2,22,213,2023-05-02,8
104259,Body Care and Hygiene,Deodorant,1,23.57,40,819,2020-02-18,3
104260,Hair Care,Conditioner,1,6.61,16,139,2021-03-15,9
104261,Oral Care,Mouthwash,3,19.05,23,982,2024-06-09,4
104262,Hair Care,Conditioner,3,35.48,57,18,2021-04-23,2
104263,Skin Care,Lip Balm,1,50.4,15,845,2021-02-08,5
104264,Hair Care,Hair Oil,4,12.76,21,124,2020-04-29,7
104265,Oral Care,Toothpaste,3,19.54,25,605,2022-07-04,2
104266,Skin Care,Lip Balm,2,75.01,60,739,2021-01-03,9
104267,Oral Care,Toothpaste,2,8.67,45,268,2023-03-15,4
104268,Body Care and Hygiene,Deodorant,1,20.82,56,521,2023-11-05,4
104269,Body Care and Hygiene,Body Lotion,4,26.76,28,599,2023-07-22,7
104270,Hair Care,Hair Oil,1,33.11,33,626,2022-07-20,7
104271,Body Care and Hygiene,Hand Sanitizer,2,25.47,13,631,2023-11-09,7
104272,Skin Care,Lip Balm,1,35.54,51,134,2020-12-03,5
104273,Body Care and Hygiene,Deodorant,1,14.86,56,206,2023-08-02,7
104274,Body Care and Hygiene,Deodorant,1,24.07,17,217,2023-07-25,9
104275,Oral Care,Mouthwash,1,13.08,48,786,2020-06-28,8
104276,Skin Care,Moisturizer,3,79.93,14,673,2020-02-26,5
104277,Skin Care,Face Wash,4,53.67,43,675,2022-08-31,3
104278,Hair Care,Hair Oil,4,13.78,11,910,2022-09-03,5
104279,Skin Care,Moisturizer,4,75.48,44,803,2020-11-18,4
104280,Oral Care,Toothpaste,2,3.7,30,413,2024-11-08,5
104281,Body Care and Hygiene,Body Lotion,1,25.48,45,348,2021-04-19,2
104282,Hair Care,Conditioner,2,6.54,51,902,2021-10-11,1
104283,Skin Care,Lip Balm,3,82.04,51,552,2020-10-21,10
104284,Skin Care,Lip Balm,2,79.78,19,779,2022-01-20,9
104285,Body Care and Hygiene,Body Lotion,4,15.05,45,417,2023-01-27,6
104286,Skin Care,Moisturizer,2,73.18,28,165,2022-08-29,2
104287,Body Care and Hygiene,Hand Sanitizer,1,15.57,30,160,2023-12-04,1
104288,Skin Care,Moisturizer,3,50.37,34,521,2023-02-10,5
104289,Oral Care,Toothpaste,2,13.73,60,90,2024-04-10,8
104290,Body Care and Hygiene,Hand Sanitizer,3,15.16,45,114,2021-04-14,5
104291,Skin Care,Face Wash,3,68.31,39,659,2023-09-01,8
104292,Skin Care,Sunscreen,1,14.48,23,612,2020-12-18,8
104293,Oral Care,Toothpaste,3,15.9,49,615,2023-10-23,7
104294,Skin Care,Sunscreen,3,65.23,1,525,2020-05-10,8
104295,Body Care and Hygiene,Deodorant,2,23.41,47,207,2023-03-15,2
104296,Hair Care,Hair Oil,4,46.67,28,665,2022-06-18,8
104297,Skin Care,Face Wash,4,91.23,20,863,2024-12-07,8
104298,Hair Care,Shampoo,4,15.76,55,707,2023-08-24,4
104299,Skin Care,Lip Balm,3,38.56,51,159,2023-01-28,3
104300,Skin Care,Face Wash,1,42.69,22,237,2020-05-19,4
104301,Hair Care,Shampoo,4,6.42,36,508,2022-03-02,3
104302,Skin Care,Face Wash,4,36.29,15,983,2025-01-10,10
104303,Skin Care,Face Wash,4,37.05,27,414,2020-10-05,2
104304,Oral Care,Toothpaste,3,11.34,25,468,2023-05-22,10
104305,Body Care and Hygiene,Hand Sanitizer,4,3.76,17,574,2024-04-13,6
104306,Skin Care,Lip Balm,3,57.11,55,68,2024-04-03,7
104307,Body Care and Hygiene,Hand Sanitizer,4,20.41,44,146,2024-03-02,6
104308,Oral Care,Mouthwash,1,19.97,51,519,2024-08-01,3
104309,Skin Care,Moisturizer,4,17.78,44,681,2023-02-18,5
104310,Skin Care,Moisturizer,3,74.08,44,388,2023-01-31,8
104311,Oral Care,Toothpaste,2,19.94,55,416,2022-07-19,8
104312,Skin Care,Lip Balm,3,24.81,17,933,2023-12-25,1
104313,Skin Care,Sunscreen,4,23.14,44,302,2021-12-01,9
104314,Hair Care,Shampoo,1,35.28,60,209,2020-10-08,9
104315,Skin Care,Face Wash,2,34.31,16,510,2022-04-12,7
104316,Hair Care,Hair Oil,2,41.33,21,44,2020-05-18,9
104317,Body Care and Hygiene,Body Lotion,3,9.04,43,835,2022-10-10,7
104318,Skin Care,Face Wash,3,24.45,7,407,2024-09-23,9
104319,Hair Care,Shampoo,4,30.09,50,762,2023-10-02,2
104320,Hair Care,Conditioner,1,23.27,52,537,2022-12-01,6
104321,Skin Care,Lip Balm,1,54.05,58,80,2022-02-11,7
104322,Hair Care,Hair Oil,3,20.97,4,77,2021-10-22,4
104323,Body Care and Hygiene,Hand Sanitizer,2,15.45,51,265,2022-03-20,2
104324,Body Care and Hygiene,Body Lotion,2,21.62,1,80,2020-09-26,3
104325,Oral Care,Mouthwash,1,18.97,15,265,2022-09-21,4
104326,Body Care and Hygiene,Body Lotion,1,29.67,20,487,2021-04-10,6
104327,Skin Care,Sunscreen,2,39.36,42,710,2021-08-16,2
104328,Skin Care,Sunscreen,4,36.25,1,212,2024-07-01,4
104329,Oral Care,Toothpaste,3,6.34,38,321,2020-01-25,5
104330,Skin Care,Sunscreen,2,94.67,23,468,2022-08-21,2
104331,Hair Care,Shampoo,4,34.84,55,634,2023-07-19,5
104332,Body Care and Hygiene,Deodorant,1,4.58,18,580,2020-12-22,10
104333,Hair Care,Conditioner,1,6.0,49,713,2024-02-29,9
104334,Skin Care,Face Wash,3,51.47,11,970,2020-02-09,6
104335,Hair Care,Conditioner,4,15.35,6,599,2021-03-01,8
104336,Hair Care,Shampoo,4,7.45,51,293,2020-04-23,2
104337,Oral Care,Toothpaste,2,6.37,44,547,2020-04-15,10
104338,Skin Care,Moisturizer,4,60.01,11,342,2024-10-24,3
104339,Hair Care,Shampoo,3,34.91,52,590,2020-01-01,7
104340,Skin Care,Sunscreen,3,26.05,42,570,2023-05-14,6
104341,Skin Care,Face Wash,4,35.71,47,258,2023-03-04,5
104342,Hair Care,Hair Oil,3,49.53,8,558,2020-04-27,5
104343,Skin Care,Moisturizer,1,52.59,43,826,2020-03-29,7
104344,Body Care and Hygiene,Body Lotion,4,8.73,17,717,2020-02-01,9
104345,Skin Care,Sunscreen,4,37.34,8,164,2021-08-06,10
104346,Body Care and Hygiene,Hand Sanitizer,4,20.88,10,562,2022-08-06,10
104347,Oral Care,Toothpaste,1,5.41,52,222,2023-08-10,1
104348,Skin Care,Moisturizer,4,79.42,51,453,2023-04-28,4
104349,Skin Care,Face Wash,3,81.41,60,818,2021-03-04,6
104350,Body Care and Hygiene,Body Lotion,2,7.07,57,746,2022-03-27,3
104351,Oral Care,Toothpaste,2,9.45,57,903,2024-07-05,5
104352,Skin Care,Face Wash,2,90.89,4,106,2022-12-28,10
104353,Hair Care,Shampoo,1,8.31,39,777,2023-05-26,4
104354,Oral Care,Mouthwash,1,15.38,29,123,2022-04-29,10
104355,Oral Care,Mouthwash,4,12.29,12,402,2021-07-09,2
104356,Body Care and Hygiene,Deodorant,1,12.59,30,36,2025-02-03,10
104357,Body Care and Hygiene,Hand Sanitizer,3,11.98,17,871,2021-09-28,7
104358,Skin Care,Moisturizer,3,56.01,11,353,2025-01-06,10
104359,Oral Care,Mouthwash,4,5.22,11,790,2022-08-14,3
104360,Skin Care,Moisturizer,2,27.87,57,850,2022-10-11,3
104361,Body Care and Hygiene,Body Lotion,1,29.43,10,355,2023-04-13,7
104362,Oral Care,Mouthwash,3,15.5,54,260,2023-08-29,5
104363,Body Care and Hygiene,Body Lotion,2,6.39,21,581,2021-05-18,4
104364,Hair Care,Conditioner,3,27.46,27,899,2022-03-11,1
104365,Body Care and Hygiene,Hand Sanitizer,1,3.46,6,168,2020-08-11,4
104366,Oral Care,Mouthwash,4,3.88,16,432,2021-04-14,4
104367,Oral Care,Mouthwash,4,18.37,22,244,2023-01-10,8
104368,Oral Care,Mouthwash,4,11.61,54,865,2023-02-14,9
104369,Body Care and Hygiene,Body Lotion,1,8.75,49,967,2020-07-23,2
