invoice_no,category,item,quantity,price,location_id,customer_id,invoice_date
105197,Body Care and Hygiene,Deodorant,1,18.12,18,172,2022-05-19
105198,Oral Care,Toothpaste,4,8.52,58,517,2023-08-17
105199,Skin Care,Sunscreen,4,46.97,53,624,2020-11-06
105200,Oral Care,Toothpaste,3,14.85,8,669,2023-08-14
105201,Hair Care,Conditioner,4,24.47,31,328,2024-10-06
105202,Skin Care,Face Wash,3,33.84,59,693,2021-07-21
105203,Skin Care,Face Wash,4,23.59,50,911,2024-04-07
105204,Skin Care,Face Wash,2,62.51,15,892,2024-10-12
105205,Oral Care,Toothpaste,2,2.17,47,334,2022-01-21
105206,Oral Care,Mouthwash,2,19.55,27,700,2020-12-13
105207,Body Care and Hygiene,Deodorant,2,12.43,2,295,2021-10-22
105208,Body Care and Hygiene,Body Lotion,1,16.34,20,361,2024-12-24
105209,Skin Care,Moisturizer,1,45.98,30,3,2020-09-18
105210,Oral Care,Toothpaste,4,11.33,11,368,2022-06-17
105211,Body Care and Hygiene,Deodorant,4,24.43,37,375,2022-06-19
105212,Oral Care,Toothpaste,2,4.25,20,306,2022-10-14
105213,Skin Care,Face Wash,1,32.92,36,153,2022-07-13
105214,Skin Care,Sunscreen,2,24.16,57,119,2021-03-15
105215,Skin Care,Sunscreen,4,36.29,7,173,2021-03-01
105216,Body Care and Hygiene,Body Lotion,4,4.53,49,612,2023-03-17
105217,Skin Care,Sunscreen,3,80.83,4,519,2023-02-09
105218,Skin Care,Sunscreen,1,53.47,11,345,2024-01-15
105219,Hair Care,Hair Oil,4,37.72,46,626,2022-01-10
105220,Body Care and Hygiene,Deodorant,1,29.68,3,500,2020-12-27
105221,Body Care and Hygiene,Body Lotion,3,29.45,9,344,2020-02-06
105222,Skin Care,Lip Balm,1,16.6,48,415,2022-11-17
105223,Oral Care,Mouthwash,4,16.17,42,404,2022-02-27
105224,Skin Care,Moisturizer,3,76.34,13,60,2020-06-19
105225,Body Care and Hygiene,Deodorant,1,23.14,45,96,2024-11-21
105226,Oral Care,Mouthwash,3,9.15,31,107,2022-04-13
105227,Hair Care,Hair Oil,4,11.34,48,903,2023-05-24
105228,Hair Care,Shampoo,1,32.66,18,398,2024-09-21
105229,Body Care and Hygiene,Deodorant,4,6.12,42,917,2020-01-23
105230,Oral Care,Mouthwash,4,15.07,30,547,2021-12-20
105231,Skin Care,Lip Balm,3,38.94,49,333,2024-07-23
105232,Body Care and Hygiene,Body Lotion,4,19.53,41,980,2024-11-17
105233,Hair Care,Shampoo,2,6.82,3,222,2023-04-07
105234,Oral Care,Toothpaste,1,12.91,11,87,2024-03-16
105235,Skin Care,Sunscreen,2,23.6,17,247,2023-01-13
105236,Body Care and Hygiene,Deodorant,1,17.73,33,48,2023-09-19
105237,Oral Care,Mouthwash,4,19.44,19,682,2023-12-11
105238,Hair Care,Hair Oil,1,13.18,48,195,2023-09-21
105239,Hair Care,Shampoo,4,8.21,38,170,2025-01-05
105240,Hair Care,Hair Oil,1,21.33,40,57,2024-07-21
105241,Body Care and Hygiene,Hand Sanitizer,1,18.72,41,114,2024-08-22
105242,Body Care and Hygiene,Deodorant,1,8.04,57,346,2023-12-08
105243,Oral Care,Toothpaste,3,11.58,49,842,2023-10-27
105244,Skin Care,Lip Balm,1,53.32,6,321,2020-06-28
105245,Hair Care,Conditioner,2,36.18,47,299,2022-08-08
105246,Skin Care,Lip Balm,4,76.36,59,988,2020-09-12
105247,Skin Care,Moisturizer,2,62.5,37,851,2021-07-01
105248,Hair Care,Conditioner,3,10.73,46,458,2022-04-20
105249,Oral Care,Mouthwash,2,7.11,32,831,2020-02-29
105250,Skin Care,Lip Balm,2,68.19,44,493,2020-03-01
105251,Hair Care,Conditioner,1,18.65,35,247,2020-05-21
105252,Hair Care,Conditioner,2,25.13,49,362,2021-12-29
105253,Skin Care,Moisturizer,1,32.06,5,438,2022-05-27
105254,Oral Care,Toothpaste,3,15.14,47,604,2021-04-11
105255,Skin Care,Moisturizer,2,82.43,25,576,2024-06-20
105256,Oral Care,Mouthwash,4,2.26,57,227,2022-11-19
105257,Skin Care,Face Wash,4,11.82,21,209,2023-12-08
105258,Skin Care,Face Wash,4,81.03,58,977,2021-02-04
105259,Oral Care,Toothpaste,1,13.09,34,412,2023-01-18
105260,Skin Care,Moisturizer,3,56.62,57,523,2022-05-05
105261,Skin Care,Lip Balm,2,66.95,45,310,2024-07-07
105262,Oral Care,Toothpaste,4,2.06,6,984,2023-06-27
105263,Body Care and Hygiene,Hand Sanitizer,3,21.56,45,763,2023-05-28
105264,Body Care and Hygiene,Body Lotion,2,27.92,37,380,2022-06-11
105265,Hair Care,Hair Oil,3,37.05,18,389,2020-04-12
105266,Skin Care,Sunscreen,4,12.68,13,939,2022-01-10
105267,Hair Care,Shampoo,3,9.02,58,897,2023-09-12
105268,Hair Care,Conditioner,2,11.67,20,215,2020-09-17
105269,Body Care and Hygiene,Hand Sanitizer,2,10.9,24,453,2022-06-20
105270,Body Care and Hygiene,Deodorant,1,19.76,26,452,2023-08-20
105271,Hair Care,Hair Oil,3,33.6,13,695,2020-06-27
105272,Skin Care,Moisturizer,2,50.88,36,791,2022-02-17
105273,Skin Care,Sunscreen,3,16.58,41,673,2023-09-13
105274,Body Care and Hygiene,Body Lotion,2,12.91,18,781,2023-06-12
105275,Hair Care,Hair Oil,3,19.47,52,300,2024-12-28
105276,Skin Care,Moisturizer,3,91.88,8,506,2020-11-10
105277,Body Care and Hygiene,Hand Sanitizer,1,6.82,60,561,2020-08-11
105278,Skin Care,Moisturizer,1,11.1,30,702,2023-06-16
105279,Skin Care,Sunscreen,1,95.86,47,235,2024-05-12
105280,Body Care and Hygiene,Deodorant,3,14.96,43,570,2023-05-14
105281,Skin Care,Sunscreen,4,80.05,6,531,2024-03-13
105282,Skin Care,Face Wash,2,42.47,13,287,2022-09-26
105283,Oral Care,Mouthwash,3,12.72,33,98,2025-01-27
105284,Skin Care,Sunscreen,1,12.97,56,125,2023-03-19
105285,Body Care and Hygiene,Hand Sanitizer,2,17.17,6,393,2023-12-11
105286,Hair Care,Hair Oil,1,16.35,55,496,2021-07-27
105287,Oral Care,Mouthwash,3,13.5,43,740,2021-04-29
105288,Skin Care,Moisturizer,3,88.87,25,366,2021-07-25
105289,Skin Care,Sunscreen,1,26.79,56,704,2021-07-23
105290,Oral Care,Mouthwash,4,18.99,50,119,2024-10-04
105291,Skin Care,Lip Balm,4,38.68,25,153,2023-12-11
105292,Skin Care,Lip Balm,2,38.57,29,737,2023-12-21
105293,Body Care and Hygiene,Deodorant,1,29.09,23,765,2024-09-10
105294,Skin Care,Face Wash,3,66.24,27,796,2021-07-10
105295,Body Care and Hygiene,Body Lotion,2,12.07,43,734,2024-02-26
105296,Skin Care,Lip Balm,1,87.59,1,434,2021-02-16
105297,Hair Care,Conditioner,2,47.3,57,117,2020-11-28
105298,Skin Care,Face Wash,3,45.6,4,184,2021-07-24
105299,Body Care and Hygiene,Hand Sanitizer,1,9.46,42,186,2022-06-17
105300,Body Care and Hygiene,Hand Sanitizer,3,22.96,40,940,2022-10-07
105301,Body Care and Hygiene,Hand Sanitizer,3,8.78,31,133,2024-05-25
105302,Skin Care,Face Wash,2,86.53,37,783,2022-11-29
105303,Body Care and Hygiene,Deodorant,1,9.0,45,362,2021-07-16
105304,Body Care and Hygiene,Body Lotion,1,6.1,4,382,2024-06-06
105305,Body Care and Hygiene,Body Lotion,2,21.41,35,26,2024-04-19
105306,Body Care and Hygiene,Deodorant,3,13.27,12,825,2022-04-06
105307,Skin Care,Moisturizer,2,64.09,22,850,2020-08-21
105308,Body Care and Hygiene,Body Lotion,1,7.78,41,792,2020-05-22
105309,Body Care and Hygiene,Deodorant,2,29.26,32,550,2023-01-20
105310,Skin Care,Lip Balm,3,81.4,43,56,2021-01-27
105311,Skin Care,Face Wash,1,43.1,38,127,2024-11-04
105312,Hair Care,Hair Oil,1,20.09,53,306,2023-10-17
105313,Body Care and Hygiene,Deodorant,3,11.98,41,9,2020-06-29
105314,Hair Care,Shampoo,2,5.68,4,444,2021-10-09
105315,Hair Care,Shampoo,2,13.14,32,574,2022-01-14
105316,Skin Care,Sunscreen,4,76.5,44,28,2024-11-22
105317,Skin Care,Face Wash,1,86.63,36,478,2024-02-23
105318,Body Care and Hygiene,Deodorant,4,18.77,29,32,2020-05-28
105319,Skin Care,Moisturizer,4,61.94,55,273,2023-12-23
105320,Skin Care,Moisturizer,3,52.31,54,262,2022-02-14
105321,Body Care and Hygiene,Deodorant,4,14.64,35,603,2024-08-13
105322,Oral Care,Mouthwash,1,18.69,1,136,2022-09-18
105323,Body Care and Hygiene,Hand Sanitizer,3,18.46,10,287,2022-08-22
105324,Body Care and Hygiene,Hand Sanitizer,1,25.19,48,271,2023-03-20
105325,Skin Care,Face Wash,3,53.54,1,961,2022-01-18
105326,Body Care and Hygiene,Body Lotion,2,21.88,17,946,2023-04-30
105327,Body Care and Hygiene,Hand Sanitizer,3,29.07,50,603,2023-10-18
105328,Body Care and Hygiene,Body Lotion,1,6.66,33,216,2024-04-16
105329,Body Care and Hygiene,Deodorant,4,4.48,54,181,2021-01-03
105330,Skin Care,Sunscreen,4,15.34,38,310,2023-12-22
105331,Body Care and Hygiene,Hand Sanitizer,2,11.54,52,944,2020-01-23
105332,Hair Care,Shampoo,4,32.3,10,112,2020-03-10
105333,Body Care and Hygiene,Hand Sanitizer,1,20.63,32,749,2022-06-04
105334,Hair Care,Conditioner,4,11.3,23,939,2024-01-17
105335,Skin Care,Lip Balm,3,28.08,19,476,2023-05-13
105336,Hair Care,Hair Oil,3,31.08,40,989,2024-12-17
105337,Oral Care,Toothpaste,2,4.52,38,256,2022-08-08
105338,Body Care and Hygiene,Deodorant,4,17.66,26,729,2023-06-05
105339,Hair Care,Hair Oil,4,9.91,1,684,2023-08-18
105340,Skin Care,Sunscreen,2,66.98,54,180,2020-10-07
105341,Skin Care,Lip Balm,2,18.26,49,701,2025-01-16
105342,Hair Care,Conditioner,4,24.57,41,565,2020-08-31
105343,Hair Care,Conditioner,2,16.48,26,179,2022-01-17
105344,Body Care and Hygiene,Hand Sanitizer,1,3.13,58,693,2023-11-19
105345,Hair Care,Shampoo,2,44.93,43,620,2023-03-16
105346,Skin Care,Lip Balm,1,23.05,29,159,2022-03-29
105347,Body Care and Hygiene,Hand Sanitizer,1,21.71,40,497,2022-12-09
105348,Skin Care,Lip Balm,4,52.73,6,744,2023-12-03
105349,Body Care and Hygiene,Hand Sanitizer,4,5.66,1,505,2021-11-12
105350,Skin Care,Moisturizer,4,83.09,13,327,2020-03-15
105351,Oral Care,Toothpaste,4,13.59,4,342,2022-03-22
105352,Hair Care,Conditioner,4,35.0,30,958,2024-11-30
105353,Oral Care,Toothpaste,4,10.89,17,750,2020-08-19
105354,Hair Care,Conditioner,1,34.16,38,233,2024-01-09
105355,Skin Care,Moisturizer,4,68.32,18,357,2025-02-05
105356,Hair Care,Shampoo,3,33.8,8,458,2024-01-30
105357,Skin Care,Sunscreen,3,51.82,16,625,2020-07-22
105358,Hair Care,Conditioner,1,8.37,13,185,2023-12-23
105359,Hair Care,Conditioner,1,45.7,60,787,2021-11-09
105360,Skin Care,Lip Balm,1,82.94,36,71,2022-01-02
105361,Oral Care,Mouthwash,4,3.51,31,142,2022-08-06
105362,Body Care and Hygiene,Hand Sanitizer,2,24.47,49,164,2021-05-07
105363,Skin Care,Lip Balm,1,99.03,11,48,2023-05-24
105364,Skin Care,Moisturizer,3,42.42,19,887,2022-10-29
105365,Oral Care,Mouthwash,1,3.89,28,707,2024-04-17
105366,Body Care and Hygiene,Body Lotion,1,17.56,44,547,2021-08-26
105367,Hair Care,Conditioner,1,35.75,19,518,2022-06-23
105368,Skin Care,Face Wash,3,73.92,20,999,2023-03-06
105369,Skin Care,Moisturizer,4,99.88,52,235,2023-11-30
105370,Skin Care,Face Wash,4,16.95,55,104,2021-02-19
105371,Skin Care,Sunscreen,2,98.46,5,971,2021-04-19
105372,Hair Care,Shampoo,1,8.0,57,952,2020-02-17
105373,Skin Care,Sunscreen,4,34.8,22,785,2020-06-03
105374,Skin Care,Moisturizer,4,38.07,10,702,2021-01-20
105375,Body Care and Hygiene,Deodorant,4,7.7,55,733,2021-09-27
105376,Hair Care,Hair Oil,4,27.32,48,676,2020-08-09
105377,Hair Care,Hair Oil,1,28.62,36,492,2021-01-26
105378,Skin Care,Lip Balm,4,25.02,42,149,2023-05-12
105379,Hair Care,Shampoo,2,18.71,6,766,2020-12-10
105380,Skin Care,Face Wash,2,85.26,21,346,2020-10-17
105381,Skin Care,Sunscreen,3,40.15,52,564,2024-12-08
105382,Skin Care,Moisturizer,4,28.68,12,511,2024-01-28
105383,Oral Care,Toothpaste,1,19.23,17,11,2024-05-25
105384,Body Care and Hygiene,Hand Sanitizer,2,11.86,42,185,2020-06-10
105385,Oral Care,Toothpaste,2,6.61,28,213,2024-04-15
105386,Hair Care,Conditioner,2,10.0,18,202,2021-11-16
105387,Skin Care,Face Wash,1,91.43,29,826,2020-10-11
105388,Body Care and Hygiene,Body Lotion,4,24.34,55,97,2025-01-14
105389,Body Care and Hygiene,Deodorant,3,25.76,57,265,2022-12-19
105390,Oral Care,Toothpaste,1,14.84,60,735,2021-11-26
105391,Body Care and Hygiene,Deodorant,3,16.9,36,917,2021-09-22
105392,Hair Care,Hair Oil,4,38.25,40,38,2022-04-24
105393,Oral Care,Toothpaste,1,16.62,11,146,2022-05-24
105394,Skin Care,Lip Balm,1,13.84,19,235,2020-12-01
105395,Oral Care,Toothpaste,3,2.36,7,852,2020-03-29
105396,Body Care and Hygiene,Deodorant,4,11.43,25,259,2023-02-22
105397,Oral Care,Toothpaste,2,3.13,35,288,2020-03-22
105398,Hair Care,Conditioner,2,40.07,34,559,2024-12-23
105399,Skin Care,Face Wash,4,15.41,5,629,2023-03-12
105400,Skin Care,Face Wash,3,52.71,49,762,2022-05-06
105401,Body Care and Hygiene,Body Lotion,2,18.22,6,833,2020-05-26
105402,Hair Care,Hair Oil,3,29.89,12,483,2021-12-05
105403,Body Care and Hygiene,Body Lotion,2,11.99,46,942,2022-01-17
105404,Hair Care,Shampoo,1,37.7,25,617,2021-04-20
105405,Skin Care,Lip Balm,1,27.49,49,465,2022-01-04
105406,Body Care and Hygiene,Hand Sanitizer,3,5.22,52,716,2022-05-04
105407,Hair Care,Shampoo,1,41.44,32,257,2024-10-11
105408,Oral Care,Toothpaste,2,7.5,18,210,2020-04-03
105409,Oral Care,Toothpaste,3,7.26,5,966,2020-12-14
105410,Skin Care,Sunscreen,4,69.06,46,804,2025-02-02
105411,Body Care and Hygiene,Deodorant,2,14.57,40,944,2020-05-23
105412,Skin Care,Lip Balm,4,41.52,47,967,2022-10-27
105413,Skin Care,Lip Balm,3,80.12,3,477,2024-01-26
105414,Skin Care,Face Wash,4,34.78,46,963,2021-04-29
105415,Oral Care,Toothpaste,1,8.24,1,102,2020-02-21
105416,Skin Care,Sunscreen,1,82.97,2,243,2024-06-27
105417,Skin Care,Face Wash,1,69.72,8,173,2022-02-26
105418,Body Care and Hygiene,Body Lotion,3,20.5,15,992,2020-01-23
105419,Skin Care,Sunscreen,1,18.41,55,527,2023-06-13
105420,Body Care and Hygiene,Body Lotion,4,9.31,36,673,2021-10-19
105421,Skin Care,Moisturizer,2,75.22,26,133,2024-10-04
105422,Oral Care,Mouthwash,1,11.13,42,837,2022-01-03
105423,Oral Care,Mouthwash,3,10.86,6,649,2022-08-09
105424,Body Care and Hygiene,Hand Sanitizer,3,28.53,11,525,2023-05-10
105425,Hair Care,Conditioner,3,16.15,22,878,2024-03-24
105426,Skin Care,Sunscreen,2,98.06,57,129,2020-03-11
105427,Oral Care,Mouthwash,3,2.71,27,667,2020-11-14
105428,Oral Care,Mouthwash,2,11.06,25,881,2023-10-07
105429,Skin Care,Moisturizer,1,29.85,10,449,2020-05-13
105430,Skin Care,Face Wash,2,40.64,43,345,2020-07-24
105431,Hair Care,Hair Oil,3,24.85,14,446,2021-08-13
105432,Hair Care,Hair Oil,4,36.72,17,538,2024-03-06
105433,Body Care and Hygiene,Deodorant,3,25.3,43,726,2022-07-21
105434,Body Care and Hygiene,Body Lotion,4,25.28,21,420,2023-04-08
105435,Hair Care,Conditioner,1,12.15,8,161,2023-01-18
105436,Oral Care,Mouthwash,3,4.7,9,903,2020-05-02
105437,Hair Care,Shampoo,4,21.26,57,474,2022-01-15
105438,Body Care and Hygiene,Deodorant,3,22.02,12,250,2022-11-01
105439,Oral Care,Toothpaste,2,7.38,44,807,2020-01-28
105440,Skin Care,Lip Balm,3,58.6,27,666,2023-04-17
105441,Body Care and Hygiene,Hand Sanitizer,2,6.07,37,752,2020-11-02
105442,Hair Care,Shampoo,3,24.97,58,607,2024-09-03
105443,Body Care and Hygiene,Body Lotion,1,27.37,55,730,2023-11-10
105444,Skin Care,Lip Balm,1,14.67,22,909,2022-01-29
105445,Skin Care,Lip Balm,3,63.06,21,677,2023-07-21
105446,Skin Care,Sunscreen,3,49.72,33,31,2024-01-23
105447,Skin Care,Sunscreen,4,31.89,36,353,2023-10-15
105448,Body Care and Hygiene,Body Lotion,1,9.17,7,302,2021-01-03
105449,Skin Care,Lip Balm,1,15.64,28,319,2021-05-08
105450,Skin Care,Moisturizer,2,20.11,4,129,2022-07-02
105451,Skin Care,Moisturizer,2,12.98,36,786,2024-08-28
105452,Oral Care,Mouthwash,2,17.39,28,735,2020-06-16
105453,Skin Care,Face Wash,3,84.99,10,42,2020-09-18
105454,Skin Care,Face Wash,2,60.93,28,534,2022-12-10
105455,Skin Care,Sunscreen,1,22.34,52,68,2023-07-18
105456,Oral Care,Mouthwash,1,4.99,20,13,2024-03-09
105457,Oral Care,Toothpaste,2,14.67,20,312,2024-12-26
105458,Body Care and Hygiene,Body Lotion,2,10.81,45,515,2023-11-13
105459,Skin Care,Face Wash,4,85.78,50,987,2023-10-13
105460,Skin Care,Lip Balm,1,84.84,33,588,2024-04-30
105461,Oral Care,Toothpaste,4,7.14,57,247,2022-10-10
105462,Oral Care,Toothpaste,3,17.65,50,498,2020-12-10
105463,Skin Care,Moisturizer,2,49.82,13,907,2022-04-28
105464,Hair Care,Conditioner,4,39.99,28,636,2024-11-26
105465,Skin Care,Moisturizer,1,88.75,36,928,2021-11-24
105466,Hair Care,Shampoo,3,8.76,40,591,2020-06-16
105467,Hair Care,Hair Oil,2,15.67,38,575,2024-09-30
105468,Body Care and Hygiene,Body Lotion,3,27.7,45,711,2024-10-28
105469,Skin Care,Moisturizer,2,28.1,9,965,2020-08-13
105470,Hair Care,Shampoo,1,24.08,58,455,2022-12-30
105471,Oral Care,Mouthwash,3,16.12,55,938,2021-09-04
105472,Skin Care,Moisturizer,3,10.24,57,689,2022-03-05
105473,Body Care and Hygiene,Hand Sanitizer,1,12.07,42,350,2024-06-07
105474,Hair Care,Shampoo,1,5.76,1,746,2025-02-04
105475,Hair Care,Shampoo,4,21.05,54,30,2023-05-06
105476,Body Care and Hygiene,Body Lotion,3,21.33,55,151,2023-01-06
105477,Body Care and Hygiene,Hand Sanitizer,4,22.14,45,491,2020-01-08
105478,Oral Care,Toothpaste,2,15.11,39,653,2024-06-22
105479,Body Care and Hygiene,Hand Sanitizer,1,17.89,13,680,2020-08-01
105480,Skin Care,Sunscreen,1,12.97,33,135,2020-03-16
105481,Body Care and Hygiene,Body Lotion,1,22.94,43,675,2023-05-26
105482,Skin Care,Lip Balm,2,68.83,45,341,2023-10-20
105483,Oral Care,Mouthwash,2,13.88,18,861,2024-07-29
105484,Hair Care,Hair Oil,3,18.66,30,702,2021-06-18
105485,Body Care and Hygiene,Deodorant,2,29.15,17,85,2024-11-24
105486,Hair Care,Conditioner,1,30.44,8,986,2021-03-09
105487,Skin Care,Sunscreen,4,56.02,31,245,2021-07-29
105488,Hair Care,Shampoo,1,15.78,10,905,2023-08-28
105489,Hair Care,Conditioner,4,46.12,48,984,2020-03-07
105490,Body Care and Hygiene,Body Lotion,3,24.19,31,770,2021-10-25
105491,Body Care and Hygiene,Body Lotion,2,22.15,21,274,2023-08-06
105492,Hair Care,Shampoo,1,16.98,23,163,2023-11-13
105493,Skin Care,Face Wash,2,40.27,55,245,2024-01-08
105494,Hair Care,Conditioner,2,24.74,60,162,2023-01-11
105495,Hair Care,Conditioner,4,8.82,54,364,2020-05-18
105496,Skin Care,Lip Balm,3,39.88,2,558,2020-10-31
105497,Skin Care,Sunscreen,1,26.56,16,590,2020-08-01
105498,Skin Care,Lip Balm,1,21.77,37,221,2024-10-12
105499,Body Care and Hygiene,Hand Sanitizer,3,15.46,7,897,2020-02-24
105500,Body Care and Hygiene,Deodorant,3,29.11,3,809,2022-11-29
105501,Skin Care,Lip Balm,3,71.88,10,55,2024-11-01
105502,Body Care and Hygiene,Hand Sanitizer,4,9.64,4,518,2022-11-13
105503,Skin Care,Sunscreen,2,24.0,23,646,2020-04-20
105504,Body Care and Hygiene,Hand Sanitizer,2,20.23,11,322,2023-12-07
105505,Skin Care,Sunscreen,1,79.65,4,567,2023-05-12
105506,Hair Care,Conditioner,1,16.11,41,487,2023-06-06
105507,Hair Care,Hair Oil,4,49.68,42,154,2021-02-20
105508,Hair Care,Conditioner,3,47.7,4,653,2022-03-19
105509,Body Care and Hygiene,Deodorant,4,23.57,1,631,2024-08-12
105510,Skin Care,Lip Balm,4,89.24,14,13,2021-10-17
105511,Body Care and Hygiene,Deodorant,2,10.44,22,582,2022-06-26
105512,Hair Care,Conditioner,2,33.84,42,461,2021-03-14
105513,Body Care and Hygiene,Hand Sanitizer,3,11.12,53,232,2023-02-20
105514,Hair Care,Shampoo,1,44.3,15,827,2023-07-03
105515,Hair Care,Hair Oil,3,19.98,2,39,2023-10-06
105516,Hair Care,Hair Oil,3,6.14,12,132,2021-07-21
105517,Skin Care,Lip Balm,4,73.34,5,93,2022-10-10
105518,Body Care and Hygiene,Hand Sanitizer,1,8.47,8,113,2020-08-08
105519,Hair Care,Conditioner,2,29.07,43,262,2022-11-26
105520,Oral Care,Toothpaste,1,6.74,45,877,2021-04-07
105521,Hair Care,Hair Oil,3,30.8,19,297,2023-05-15
105522,Hair Care,Conditioner,1,20.23,52,369,2024-05-11
105523,Skin Care,Moisturizer,1,23.46,19,850,2024-12-07
105524,Skin Care,Face Wash,1,27.66,49,938,2022-01-22
105525,Oral Care,Toothpaste,2,18.39,29,206,2022-03-29
105526,Skin Care,Moisturizer,1,83.13,44,430,2022-08-16
105527,Hair Care,Hair Oil,3,37.39,4,294,2022-10-27
105528,Hair Care,Conditioner,2,10.8,24,363,2023-07-07
105529,Body Care and Hygiene,Deodorant,4,24.89,53,301,2021-06-15
105530,Body Care and Hygiene,Body Lotion,1,6.04,15,956,2022-08-28
105531,Skin Care,Sunscreen,3,49.26,53,434,2021-04-08
105532,Body Care and Hygiene,Hand Sanitizer,3,5.07,2,864,2021-01-30
105533,Hair Care,Shampoo,3,16.39,60,571,2021-07-09
105534,Skin Care,Face Wash,4,48.53,14,397,2024-02-12
105535,Body Care and Hygiene,Deodorant,1,17.94,57,47,2024-02-05
105536,Skin Care,Moisturizer,2,33.94,15,327,2020-03-31
105537,Oral Care,Mouthwash,2,2.31,33,219,2023-07-24
105538,Skin Care,Lip Balm,4,48.04,29,577,2023-08-17
105539,Hair Care,Hair Oil,2,18.48,51,218,2023-09-09
105540,Skin Care,Moisturizer,2,73.5,12,784,2022-06-11
105541,Oral Care,Mouthwash,1,2.71,42,890,2025-02-13
105542,Skin Care,Lip Balm,4,13.26,32,369,2021-01-15
105543,Skin Care,Lip Balm,1,49.44,16,276,2023-05-27
105544,Oral Care,Mouthwash,1,8.56,6,846,2022-06-28
105545,Hair Care,Hair Oil,1,40.45,59,185,2020-03-22
105546,Hair Care,Hair Oil,3,10.62,55,210,2021-09-23
105547,Oral Care,Toothpaste,2,10.98,30,691,2020-03-10
105548,Skin Care,Moisturizer,4,72.36,59,644,2020-10-24
105549,Hair Care,Shampoo,3,36.96,3,7,2022-08-05
105550,Skin Care,Moisturizer,1,50.88,3,89,2021-02-06
105551,Body Care and Hygiene,Body Lotion,3,11.58,10,575,2023-03-23
105552,Skin Care,Lip Balm,2,10.46,23,880,2020-03-19
105553,Hair Care,Shampoo,3,43.41,39,661,2023-11-14
105554,Skin Care,Moisturizer,3,34.67,13,995,2020-01-02
105555,Skin Care,Lip Balm,3,64.87,45,370,2024-02-22
105556,Skin Care,Lip Balm,3,32.78,22,974,2020-05-06
105557,Hair Care,Hair Oil,1,42.11,52,797,2025-01-17
105558,Oral Care,Mouthwash,1,15.59,15,119,2021-04-26
105559,Body Care and Hygiene,Deodorant,3,13.93,40,757,2022-09-24
105560,Skin Care,Moisturizer,1,69.27,29,707,2020-06-04
105561,Oral Care,Mouthwash,1,6.42,1,526,2022-08-12
105562,Oral Care,Mouthwash,3,6.74,30,570,2021-08-30
105563,Oral Care,Mouthwash,3,17.67,3,585,2021-12-14
105564,Skin Care,Lip Balm,4,14.54,32,997,2024-06-19
105565,Body Care and Hygiene,Body Lotion,1,29.86,27,224,2020-04-24
105566,Oral Care,Mouthwash,2,8.21,3,522,2021-01-03
105567,Skin Care,Moisturizer,1,32.73,9,788,2023-06-04
105568,Hair Care,Hair Oil,1,40.02,17,797,2021-03-01
105569,Body Care and Hygiene,Body Lotion,4,29.02,36,227,2021-10-21
105570,Skin Care,Moisturizer,3,81.04,54,824,2020-11-15
105571,Oral Care,Toothpaste,4,18.17,9,36,2024-02-16
105572,Skin Care,Moisturizer,1,26.1,46,924,2024-02-16
105573,Body Care and Hygiene,Body Lotion,3,23.55,39,336,2020-03-12
105574,Oral Care,Mouthwash,1,11.25,24,716,2020-08-30
105575,Oral Care,Mouthwash,1,2.39,29,147,2024-08-20
105576,Body Care and Hygiene,Hand Sanitizer,1,16.33,36,31,2022-06-20
105577,Hair Care,Shampoo,4,11.45,45,781,2022-11-27
105578,Skin Care,Moisturizer,2,24.63,4,225,2021-04-06
105579,Body Care and Hygiene,Deodorant,3,6.2,2,518,2020-01-30
105580,Hair Care,Shampoo,3,22.49,7,131,2020-09-06
105581,Oral Care,Mouthwash,4,11.57,45,281,2023-06-19
105582,Skin Care,Sunscreen,2,48.05,53,631,2021-03-03
105583,Skin Care,Face Wash,3,10.5,9,413,2022-12-13
105584,Hair Care,Shampoo,2,9.17,56,81,2022-11-15
105585,Hair Care,Conditioner,4,41.72,49,211,2022-04-23
105586,Body Care and Hygiene,Body Lotion,2,6.48,39,566,2022-06-26
105587,Body Care and Hygiene,Hand Sanitizer,1,5.39,3,723,2020-10-20
105588,Hair Care,Conditioner,2,21.83,3,669,2021-10-13
105589,Skin Care,Moisturizer,4,34.17,1,821,2020-10-04
105590,Skin Care,Sunscreen,4,66.57,9,951,2024-10-06
105591,Oral Care,Mouthwash,4,19.71,9,970,2022-12-22
105592,Skin Care,Moisturizer,4,98.4,40,841,2023-11-20
105593,Skin Care,Lip Balm,3,31.76,45,422,2024-11-10
105594,Body Care and Hygiene,Hand Sanitizer,4,29.32,15,23,2024-05-31
105595,Skin Care,Sunscreen,2,12.58,33,8,2024-01-21
105596,Skin Care,Sunscreen,3,84.89,33,329,2024-06-25
105597,Skin Care,Lip Balm,4,99.37,13,953,2023-04-14
105598,Oral Care,Toothpaste,2,6.61,12,799,2020-09-04
105599,Body Care and Hygiene,Deodorant,1,28.23,9,723,2023-10-04
105600,Skin Care,Sunscreen,2,88.69,52,609,2024-02-23
105601,Hair Care,Conditioner,3,16.13,1,149,2021-10-12
105602,Skin Care,Face Wash,3,97.78,21,455,2022-01-12
105603,Oral Care,Mouthwash,3,4.06,38,58,2021-07-04
105604,Skin Care,Face Wash,2,28.55,17,721,2021-01-23
