invoice_no,category,quantity,price,shopping_mall,invoice_date
105168,Beauty Products,4,131.83,The Gardens Mall,2022-03-02
105169,Footwear,4,131.11,Brookfield Place,2020-10-10
105170,Toys,1,40.98,Pheasant Lane Mall,2025-02-12
105171,Clothing,2,261.78,Meadowhall,2022-08-05
105172,Home Decor,4,68.99,Pheasant Lane Mall,2021-02-04
105173,Electronics,1,157.03,Bloor-Yorkville,2023-08-31
105174,Clothing,3,449.78,Cherry Creek Shopping Center,2020-05-06
105175,Home Decor,1,455.92,Metrocentre,2021-01-23
105176,Clothing,2,257.77,Westfield Annapolis,2020-08-14
105177,Toys,4,204.27,The Dubai Mall,2023-02-26
105178,Books,2,490.41,Aventura Mall,2020-11-21
105179,Books,3,301.22,Bullring & Grand Central,2021-07-11
105180,Beauty Products,1,45.3,CambridgeSide,2023-11-03
105181,Groceries,3,160.64,The Shops at La Cantera,2022-09-27
105182,Groceries,2,440.55,Town Center at Boca Raton,2023-03-14
105183,Toys,1,58.73,NorthPark Center,2023-11-14
105184,Footwear,2,406.63,The Shops at Columbus Circle,2023-05-31
105185,Books,2,225.43,Dolphin Mall,2023-08-20
105186,Toys,3,206.19,Tysons Corner Center,2023-09-25
105187,Jewelry,1,203.45,Oakbrook Center,2023-02-06
105188,Jewelry,4,455.24,The Summit,2021-02-23
105189,Accessories,3,236.32,Stanford Shopping Center,2023-06-19
105190,Jewelry,3,270.42,The Summit,2022-01-12
105191,Beauty Products,2,260.85,Stonebriar Centre,2024-01-29
105192,Books,2,135.3,Bloor-Yorkville,2020-01-04
105193,Clothing,2,104.08,Easton Town Center,2021-03-16
105194,Groceries,3,374.13,Town Center at Boca Raton,2020-06-27
105195,Accessories,4,44.15,International Plaza and Bay Street,2023-01-23
105196,Accessories,1,275.92,Cherry Creek Shopping Center,2022-09-08
105197,Clothing,1,241.28,Bloor-Yorkville,2022-01-06
105198,Jewelry,1,306.6,Palisades Center,2023-06-25
105199,Toys,4,283.03,The Grove,2020-08-16
105200,Books,3,394.4,Tysons Corner Center,2024-05-23
105201,Toys,3,64.5,The Streets at Southpoint,2022-03-19
105202,Jewelry,3,196.92,Westfield San Francisco Centre,2024-12-16
105203,Beauty Products,4,279.28,Meadowhall,2022-05-11
105204,Toys,2,19.21,Bullring & Grand Central,2024-11-17
105205,Clothing,2,315.37,King of Prussia Mall,2020-05-25
105206,Jewelry,1,169.36,Meadowhall,2021-08-25
105207,Clothing,3,407.92,The Oracle,2020-01-05
105208,Clothing,2,439.65,Santa Monica Place,2020-10-27
105209,Electronics,2,188.11,The Dubai Mall,2022-06-21
105210,Toys,4,26.49,The Mall at Millenia,2021-07-31
105211,Home Decor,3,265.49,The Americana at Brand,2023-06-15
105212,Beauty Products,1,227.05,Cherry Creek Shopping Center,2023-06-22
105213,Groceries,1,46.42,SouthPark,2022-10-06
105214,Beauty Products,1,347.61,Brookfield Place,2024-01-30
105215,Footwear,3,245.96,Arndale Centre,2021-09-23
105216,Books,4,327.06,Westfield Century City,2023-01-01
105217,Jewelry,2,27.1,The Streets at Southpoint,2021-09-12
105218,Footwear,3,326.66,Yorkdale Shopping Centre,2022-11-21
105219,Groceries,1,244.08,Westfield Century City,2021-03-10
105220,Jewelry,4,300.76,Westfield Annapolis,2024-10-20
105221,Jewelry,2,175.46,Park Meadows,2024-04-05
105222,Toys,4,346.24,The Mall in Columbia,2020-04-09
105223,Electronics,1,41.48,Meadowhall,2020-08-28
105224,Clothing,3,148.89,The Oracle,2022-10-13
105225,Toys,4,160.64,CambridgeSide,2023-04-06
105226,Accessories,4,189.36,The Americana at Brand,2022-07-04
105227,Footwear,3,424.63,King of Prussia Mall,2023-11-05
105228,Clothing,1,119.71,Meadowhall,2020-04-03
105229,Toys,3,251.65,CambridgeSide,2022-07-06
105230,Groceries,4,311.15,Metrocentre,2021-10-12
105231,Home Decor,3,356.35,Bluewater Shopping Centre,2022-06-16
105232,Electronics,3,412.9,The Domain,2022-09-05
105233,Books,1,391.42,Oakbrook Center,2021-11-26
105234,Accessories,4,107.45,The Shops at Columbus Circle,2022-11-28
105235,Accessories,4,125.59,Westfield Annapolis,2024-07-18
105236,Jewelry,3,426.33,Palisades Center,2021-12-24
105237,Groceries,2,112.22,Palisades Center,2023-12-02
105238,Home Decor,3,45.03,Bayshore Shopping Centre,2021-09-18
105239,Jewelry,1,158.3,Westfield San Francisco Centre,2022-02-14
105240,Groceries,2,312.11,Town Center at Boca Raton,2020-06-26
105241,Footwear,4,318.22,Westfield Stratford City,2023-06-07
105242,Electronics,4,449.85,The Americana at Brand,2024-05-09
105243,Toys,2,108.06,Aventura Mall,2020-03-19
105244,Toys,1,417.24,The Oracle,2020-12-30
105245,Accessories,3,241.94,International Plaza and Bay Street,2024-09-17
105246,Groceries,4,56.1,The Galleria,2024-03-21
105247,Toys,1,342.75,The Domain,2021-01-29
105248,Accessories,1,414.77,Lenox Square,2023-09-30
105249,Clothing,1,452.03,Park Meadows,2021-04-30
105250,Home Decor,3,293.92,Bayshore Shopping Centre,2021-12-22
105251,Electronics,3,25.0,Brookfield Place,2020-04-30
105252,Electronics,1,278.2,The Grove,2024-10-09
105253,Groceries,3,453.81,Santa Monica Place,2020-07-11
105254,Books,4,228.11,Meadowhall,2022-12-21
105255,Groceries,2,56.07,The Gardens Mall,2020-08-09
105256,Footwear,2,234.21,Perimeter Mall,2020-02-27
105257,Beauty Products,3,197.84,NorthPark Center,2022-05-24
105258,Groceries,4,312.05,Meadowhall,2020-05-09
105259,Books,4,361.67,Bluewater Shopping Centre,2023-05-01
105260,Accessories,4,280.21,Lakeside Shopping Centre,2023-01-15
105261,Toys,3,185.53,The Mall at Short Hills,2021-10-02
105262,Accessories,4,206.0,The Mall at Short Hills,2023-03-26
105263,Footwear,1,10.89,Cherry Creek Shopping Center,2021-12-04
105264,Clothing,1,198.63,Easton Town Center,2021-12-06
105265,Groceries,1,474.41,Metrocentre,2023-06-03
105266,Groceries,3,104.39,The Shops at Columbus Circle,2022-05-07
105267,Jewelry,4,265.09,The Mall at Short Hills,2021-09-29
105268,Accessories,2,210.01,Westfield Stratford City,2021-06-02
105269,Toys,4,69.34,King of Prussia Mall,2020-02-23
105270,Footwear,1,311.83,The Florida Mall,2024-12-23
105271,Footwear,4,347.68,Town Center at Boca Raton,2021-07-15
105272,Footwear,4,115.5,The Dubai Mall,2025-02-11
105273,Books,4,290.74,Bellevue Square,2022-08-14
105274,Toys,1,433.95,SouthPark,2022-11-18
105275,Clothing,2,474.45,Trafford Centre,2022-10-25
105276,Electronics,4,363.34,Santa Monica Place,2023-08-13
105277,Home Decor,2,189.81,International Plaza and Bay Street,2021-01-18
105278,Clothing,1,76.96,Yorkdale Shopping Centre,2022-12-21
105279,Books,1,460.86,The Summit,2023-09-22
105280,Jewelry,1,404.21,King of Prussia Mall,2023-01-31
105281,Home Decor,3,9.04,The Summit,2021-06-03
105282,Accessories,4,378.68,Meadowhall,2022-05-16
105283,Clothing,3,378.97,The Florida Mall,2021-12-27
105284,Electronics,4,30.77,Tysons Corner Center,2023-05-30
105285,Toys,4,249.29,Perimeter Mall,2020-10-05
105286,Toys,3,316.39,The Mall at Short Hills,2022-02-24
105287,Home Decor,3,185.35,Stonebriar Centre,2020-04-04
105288,Toys,1,492.32,The Trafford Centre,2023-02-07
105289,Clothing,1,129.41,SouthPark,2022-11-13
105290,Beauty Products,1,185.98,Town Center at Boca Raton,2024-02-24
105291,Home Decor,3,476.63,Metrocentre,2023-07-19
105292,Beauty Products,4,330.18,Stonebriar Centre,2023-07-13
105293,Groceries,1,190.86,Santa Monica Place,2024-04-13
105294,Toys,2,193.18,The Florida Mall,2023-01-26
105295,Electronics,4,137.97,Santa Monica Place,2020-02-16
105296,Accessories,2,275.22,The Americana at Brand,2020-07-29
105297,Books,2,391.52,CambridgeSide,2025-02-07
105298,Home Decor,3,403.15,The Mall at Short Hills,2023-04-21
105299,Jewelry,1,352.98,Mall of America,2023-09-29
105300,Jewelry,1,371.98,Bluewater Shopping Centre,2023-03-10
105301,Books,3,17.05,Dolphin Mall,2022-10-26
105302,Jewelry,2,206.88,The Mall at Short Hills,2022-05-25
105303,Jewelry,4,98.72,Pheasant Lane Mall,2021-12-06
105304,Clothing,3,487.25,Trafford Centre,2021-11-25
105305,Footwear,3,462.44,Bluewater Shopping Centre,2023-11-10
105306,Beauty Products,3,204.98,Mall of America,2024-12-21
105307,Jewelry,2,329.06,Park Meadows,2020-10-10
105308,Groceries,4,179.27,The Florida Mall,2023-02-21
105309,Jewelry,1,476.68,The Gardens Mall,2024-09-27
105310,Jewelry,4,306.33,Westfield London,2022-06-12
105311,Home Decor,3,80.39,Scottsdale Fashion Square,2023-01-18
105312,Groceries,2,46.74,Stanford Shopping Center,2022-10-23
105313,Jewelry,4,494.61,The Streets at Southpoint,2021-03-19
105314,Toys,3,364.73,The Summit,2023-07-24
105315,Groceries,2,266.54,Brookfield Place,2022-03-26
105316,Accessories,4,358.97,NorthPark Center,2024-12-13
105317,Home Decor,4,316.72,The Trafford Centre,2023-02-08
105318,Beauty Products,2,378.73,Park Meadows,2024-01-09
105319,Footwear,3,320.32,The Shops at La Cantera,2021-08-07
105320,Beauty Products,2,383.2,Mall of America,2024-06-17
105321,Electronics,3,437.28,SouthPark,2024-03-10
105322,Electronics,3,454.68,The Mall at Millenia,2022-10-10
105323,Electronics,3,445.77,The Oracle,2023-08-23
105324,Clothing,2,468.4,Bellevue Square,2021-11-30
105325,Books,2,268.28,West Edmonton Mall,2021-02-28
105326,Groceries,4,329.79,Tysons Corner Center,2023-05-05
105327,Books,3,211.04,Palisades Center,2020-07-06
105328,Accessories,3,435.77,Westfield Annapolis,2022-09-19
105329,Books,3,267.43,The Trafford Centre,2021-03-16
105330,Clothing,1,10.9,SouthPark,2025-01-10
105331,Groceries,1,39.34,Stanford Shopping Center,2023-12-30
105332,Toys,3,489.12,Stanford Shopping Center,2021-01-19
105333,Beauty Products,2,214.05,Dolphin Mall,2023-11-23
105334,Home Decor,3,329.05,Metrocentre,2023-05-23
105335,Footwear,1,290.07,Oakbrook Center,2024-01-17
105336,Footwear,3,241.41,Easton Town Center,2024-12-08
105337,Groceries,4,294.54,The Shops at Columbus Circle,2024-07-27
105338,Beauty Products,3,96.77,The Grove,2024-07-05
105339,Home Decor,4,334.72,The Trafford Centre,2024-05-25
105340,Toys,4,205.28,The Florida Mall,2022-05-25
105341,Home Decor,2,110.95,The Streets at Southpoint,2020-02-12
105342,Groceries,4,445.48,The Shops at La Cantera,2024-12-04
105343,Electronics,4,340.98,The Grove,2021-01-15
105344,Jewelry,3,481.96,Westfield Century City,2022-02-25
105345,Home Decor,4,86.97,The Oracle,2024-08-18
105346,Home Decor,3,152.84,Aventura Mall,2021-05-05
105347,Jewelry,3,299.7,West Edmonton Mall,2024-11-08
105348,Accessories,4,188.22,The Streets at Southpoint,2023-09-09
105349,Books,1,20.69,SouthPark,2022-04-13
105350,Toys,1,253.44,International Plaza and Bay Street,2020-07-21
105351,Books,2,99.57,Westfield London,2024-01-26
105352,Home Decor,4,63.46,Cherry Creek Shopping Center,2022-09-11
105353,Toys,1,157.16,The Mall in Columbia,2020-02-24
105354,Jewelry,1,93.77,Stonebriar Centre,2024-01-04
105355,Books,2,75.18,Trafford Centre,2021-03-15
105356,Electronics,1,494.51,The Americana at Brand,2024-01-16
105357,Clothing,4,222.9,Bellevue Square,2022-03-02
105358,Jewelry,2,377.9,International Plaza and Bay Street,2023-08-02
105359,Books,4,110.26,Bloor-Yorkville,2021-03-05
105360,Footwear,1,106.56,Dolphin Mall,2021-11-21
105361,Clothing,3,358.37,Roosevelt Field,2020-04-14
105362,Groceries,3,349.61,Perimeter Mall,2024-06-16
105363,Beauty Products,2,281.1,The Mall at Short Hills,2022-10-04
105364,Footwear,3,164.15,Brookfield Place,2022-03-04
105365,Toys,2,148.4,Westfield Stratford City,2024-05-01
105366,Groceries,1,194.6,The Grove,2020-07-24
105367,Toys,1,98.25,Lakeside Shopping Centre,2024-02-29
105368,Clothing,3,416.57,The Trafford Centre,2022-02-25
105369,Accessories,2,465.31,The Summit,2022-09-27
105370,Footwear,2,276.52,Palisades Center,2022-06-19
105371,Home Decor,2,499.36,The Oracle,2020-11-02
105372,Home Decor,2,184.56,The Mall in Columbia,2022-10-19
105373,Home Decor,4,24.23,Meadowhall,2020-12-26
105374,Home Decor,2,488.25,Tysons Corner Center,2023-11-23
105375,Home Decor,3,445.07,West Edmonton Mall,2022-04-24
105376,Home Decor,4,252.21,South Coast Plaza,2024-04-02
105377,Jewelry,4,355.65,Cherry Creek Shopping Center,2020-12-22
105378,Groceries,4,381.81,Oakbrook Center,2024-12-23
105379,Accessories,3,63.82,Oakbrook Center,2020-01-24
105380,Beauty Products,3,106.82,Mall of America,2023-11-23
105381,Footwear,1,161.26,The Oracle,2021-11-02
105382,Accessories,3,269.8,Bullring & Grand Central,2021-04-08
105383,Groceries,1,470.49,Lakeside Shopping Centre,2021-08-08
105384,Toys,4,425.81,SouthPark,2022-12-01
105385,Footwear,4,230.31,The Mall in Columbia,2024-02-07
105386,Clothing,2,117.62,The Summit,2020-06-14
105387,Accessories,4,374.11,The Streets at Southpoint,2024-03-19
105388,Jewelry,2,490.98,Bluewater Shopping Centre,2025-01-15
105389,Toys,4,373.93,The Shops at Columbus Circle,2024-04-29
105390,Groceries,3,285.37,The Galleria at Fort Lauderdale,2023-11-23
105391,Toys,4,299.04,Easton Town Center,2022-05-05
105392,Home Decor,3,192.42,Easton Town Center,2020-06-25
105393,Electronics,1,24.88,CambridgeSide,2020-08-19
105394,Electronics,3,78.06,Mall of America,2024-03-22
105395,Beauty Products,1,473.08,Westfield Century City,2024-02-26
105396,Toys,1,454.03,The Galleria,2023-09-26
105397,Footwear,2,215.77,The Dubai Mall,2021-08-16
105398,Beauty Products,1,409.61,Town Center at Boca Raton,2022-05-23
105399,Jewelry,1,359.93,Westfield Stratford City,2020-02-25
105400,Accessories,3,259.43,Fashion Show Mall,2020-09-03
105401,Toys,2,267.7,The Summit,2022-10-21
105402,Jewelry,4,101.68,Bayshore Shopping Centre,2020-12-02
105403,Groceries,4,155.35,Arndale Centre,2021-08-11
105404,Groceries,3,452.38,Town Center at Boca Raton,2021-11-17
105405,Clothing,3,185.59,Scottsdale Fashion Square,2022-03-09
105406,Clothing,4,175.16,The Summit,2021-04-15
105407,Electronics,3,397.62,King of Prussia Mall,2020-07-11
105408,Toys,1,271.48,Mall of America,2020-02-21
105409,Clothing,2,102.86,Lakeside Shopping Centre,2020-10-25
105410,Clothing,3,328.05,Lakeside Shopping Centre,2022-10-25
105411,Home Decor,3,72.23,Yorkdale Shopping Centre,2024-10-14
105412,Electronics,2,431.02,International Plaza and Bay Street,2020-06-02
105413,Jewelry,3,258.08,Bullring & Grand Central,2024-02-03
105414,Clothing,3,173.5,The Gardens Mall,2023-12-28
105415,Clothing,3,143.11,Bluewater Shopping Centre,2021-04-17
105416,Beauty Products,3,90.5,The Mall in Columbia,2024-10-13
105417,Home Decor,1,379.62,Arndale Centre,2025-02-06
105418,Accessories,2,339.61,Brookfield Place,2024-04-06
105419,Home Decor,2,335.5,Stonebriar Centre,2022-01-29
105420,Footwear,3,75.77,The Florida Mall,2022-05-30
105421,Footwear,1,361.18,Metrocentre,2024-06-29
105422,Footwear,2,20.68,The Americana at Brand,2023-07-12
105423,Toys,1,8.24,Meadowhall,2021-05-16
105424,Toys,1,424.81,The Trafford Centre,2023-05-31
105425,Toys,3,51.59,Westfield Annapolis,2020-05-15
105426,Accessories,4,305.47,Bullring & Grand Central,2022-08-03
105427,Footwear,1,62.78,Roosevelt Field,2022-10-05
105428,Electronics,4,470.42,The Galleria at Fort Lauderdale,2020-07-08
105429,Electronics,2,38.24,Westfield Annapolis,2020-08-07
105430,Accessories,4,407.21,NorthPark Center,2022-12-13
105431,Clothing,3,310.27,NorthPark Center,2021-09-13
105432,Electronics,2,267.73,Brookfield Place,2024-02-11
105433,Clothing,2,238.88,The Mall in Columbia,2024-02-12
105434,Electronics,3,456.6,Mall of America,2020-06-19
105435,Toys,4,254.79,Arndale Centre,2021-05-04
105436,Clothing,3,214.13,The Galleria at Fort Lauderdale,2023-12-22
105437,Electronics,1,346.12,Park Meadows,2020-12-28
105438,Jewelry,3,290.98,Brookfield Place,2021-01-16
105439,Footwear,4,253.21,The Trafford Centre,2022-05-17
105440,Groceries,3,48.73,CambridgeSide,2022-06-16
105441,Jewelry,4,425.33,Stonebriar Centre,2021-07-21
105442,Electronics,4,290.98,The Mall at Short Hills,2023-08-11
105443,Toys,4,17.13,King of Prussia Mall,2021-01-19
105444,Footwear,3,452.06,Westfield Annapolis,2021-07-28
105445,Books,3,190.78,Yorkdale Shopping Centre,2024-11-08
105446,Books,3,193.43,Westfield London,2024-12-22
105447,Clothing,2,62.82,Lakeside Shopping Centre,2021-02-01
105448,Accessories,4,257.74,Park Meadows,2023-07-30
105449,Accessories,3,313.16,Oakbrook Center,2023-09-22
105450,Clothing,3,483.84,King of Prussia Mall,2020-05-06
105451,Jewelry,2,452.65,Westfield London,2023-11-11
105452,Accessories,2,147.36,Perimeter Mall,2022-01-24
105453,Beauty Products,1,255.91,Westfield Stratford City,2021-12-30
105454,Toys,3,289.58,Bullring & Grand Central,2021-11-26
105455,Books,1,499.39,Bloor-Yorkville,2022-09-25
105456,Jewelry,4,157.88,International Plaza and Bay Street,2024-12-02
105457,Footwear,3,108.29,Metrocentre,2023-12-18
105458,Clothing,4,45.46,Stonebriar Centre,2021-03-18
105459,Electronics,3,95.06,Fashion Show Mall,2021-12-05
105460,Clothing,4,166.63,Trafford Centre,2021-10-22
105461,Books,2,253.11,Metrocentre,2021-05-12
105462,Accessories,4,74.29,Oakbrook Center,2021-11-23
105463,Jewelry,1,194.47,Bullring & Grand Central,2025-01-02
105464,Beauty Products,3,128.19,Stonebriar Centre,2023-05-26
105465,Toys,4,281.86,Oakbrook Center,2021-11-19
105466,Books,4,198.44,SouthPark,2022-07-11
105467,Footwear,1,152.58,Stonebriar Centre,2024-05-21
105468,Electronics,2,48.46,The Gardens Mall,2023-03-31
105469,Electronics,3,462.3,Westfield Century City,2024-03-28
105470,Toys,2,323.83,The Galleria,2023-11-24
105471,Groceries,2,483.89,SouthPark,2023-11-07
105472,Footwear,2,328.3,Meadowhall,2020-07-29
105473,Jewelry,1,270.67,The Americana at Brand,2023-11-02
105474,Groceries,1,202.98,Bellevue Square,2024-01-01
105475,Home Decor,4,470.11,Westfield Stratford City,2021-06-16
105476,Accessories,2,433.8,King of Prussia Mall,2020-03-13
105477,Footwear,1,368.53,Meadowhall,2021-08-11
105478,Footwear,2,192.25,The Galleria,2023-10-10
105479,Home Decor,1,90.21,Arndale Centre,2022-04-29
105480,Footwear,2,108.06,Dolphin Mall,2021-07-26
105481,Groceries,2,353.36,Meadowhall,2022-05-27
105482,Home Decor,3,108.33,Fashion Show Mall,2023-10-06
105483,Electronics,2,88.41,Brookfield Place,2023-01-10
105484,Home Decor,3,330.73,The Mall at Millenia,2021-04-16
105485,Books,1,58.38,Oakbrook Center,2023-12-01
105486,Beauty Products,4,414.75,Brookfield Place,2020-04-06
105487,Books,1,385.78,Bullring & Grand Central,2021-07-08
105488,Toys,4,494.23,Meadowhall,2021-04-29
105489,Home Decor,4,139.3,Lenox Square,2021-11-23
105490,Electronics,1,59.13,Yorkdale Shopping Centre,2023-02-24
105491,Groceries,1,470.04,Westfield Annapolis,2023-11-16
105492,Electronics,4,34.11,Stanford Shopping Center,2022-04-14
105493,Groceries,4,300.73,Stanford Shopping Center,2020-06-18
105494,Clothing,1,183.96,The Galleria,2022-01-08
105495,Clothing,4,330.89,Arndale Centre,2024-12-12
105496,Books,3,105.82,Arndale Centre,2022-05-02
105497,Electronics,2,413.87,Bellevue Square,2020-12-15
105498,Groceries,4,138.99,Scottsdale Fashion Square,2022-04-03
105499,Beauty Products,2,432.16,Westfield San Francisco Centre,2022-11-10
105500,Beauty Products,3,263.4,South Coast Plaza,2024-04-11
105501,Jewelry,2,489.12,Brookfield Place,2020-11-15
105502,Footwear,3,33.1,Brookfield Place,2025-01-13
105503,Clothing,3,45.99,The Grove,2024-08-21
105504,Footwear,1,12.07,Westfield Annapolis,2022-06-10
105505,Jewelry,4,265.89,Brookfield Place,2023-06-08
105506,Jewelry,1,159.0,The Trafford Centre,2022-01-14
105507,Electronics,1,143.81,Bellevue Square,2022-09-07
105508,Beauty Products,2,131.26,The Trafford Centre,2024-03-28
105509,Electronics,1,339.22,NorthPark Center,2022-06-16
105510,Toys,4,283.58,Lenox Square,2023-04-24
105511,Beauty Products,3,299.5,CambridgeSide,2024-03-10
105512,Accessories,1,395.89,Park Meadows,2021-03-27
105513,Clothing,2,225.38,Cherry Creek Shopping Center,2024-05-27
105514,Clothing,3,493.43,The Domain,2022-10-31
105515,Books,3,276.73,Westfield Century City,2020-12-19
105516,Beauty Products,2,12.27,Fashion Show Mall,2021-06-03
105517,Clothing,3,108.96,The Shops at Columbus Circle,2024-04-17
105518,Home Decor,2,149.97,Meadowhall,2023-05-05
105519,Electronics,3,293.55,Westfield Century City,2022-08-15
105520,Clothing,4,371.43,The Oracle,2023-10-26
105521,Groceries,3,271.02,Bellevue Square,2023-08-03
105522,Footwear,4,353.05,Lenox Square,2020-11-15
105523,Books,4,74.7,Stonebriar Centre,2022-07-08
105524,Jewelry,1,41.88,Scottsdale Fashion Square,2022-06-28
105525,Footwear,1,24.62,The Domain,2023-03-29
105526,Home Decor,4,73.86,King of Prussia Mall,2023-02-26
105527,Footwear,3,137.88,Brookfield Place,2023-10-12
105528,Toys,2,278.73,The Mall in Columbia,2022-07-09
105529,Electronics,1,190.22,Bayshore Shopping Centre,2024-12-09
105530,Electronics,2,377.22,Westfield Annapolis,2020-04-15
105531,Toys,2,389.69,Tysons Corner Center,2022-09-27
105532,Jewelry,3,468.26,The Shops at Columbus Circle,2023-02-01
105533,Clothing,3,438.51,Dolphin Mall,2023-01-10
105534,Home Decor,3,358.46,Pheasant Lane Mall,2024-02-20
105535,Beauty Products,3,452.77,The Domain,2023-11-29
105536,Electronics,4,494.88,The Grove,2021-12-31
105537,Jewelry,3,29.7,Westfield Stratford City,2024-09-04
105538,Groceries,3,396.18,Metrocentre,2024-05-04
105539,Groceries,1,295.4,Westfield London,2022-04-11
105540,Footwear,1,482.59,The Mall at Millenia,2024-09-29
105541,Clothing,4,447.82,The Mall at Millenia,2021-05-12
105542,Toys,3,284.3,NorthPark Center,2021-05-16
105543,Accessories,2,332.65,The Oracle,2021-06-09
105544,Books,2,376.32,Westfield Annapolis,2023-03-23
105545,Beauty Products,2,84.22,The Americana at Brand,2023-03-15
105546,Groceries,3,135.68,Lenox Square,2024-08-09
105547,Accessories,3,388.62,The Mall in Columbia,2024-09-18
105548,Beauty Products,3,193.85,Town Center at Boca Raton,2023-02-23
105549,Jewelry,3,434.7,The Dubai Mall,2022-07-02
105550,Groceries,2,271.75,Bluewater Shopping Centre,2024-11-19
105551,Footwear,2,441.03,Meadowhall,2021-06-06
105552,Beauty Products,4,113.67,The Americana at Brand,2023-12-09
105553,Books,4,155.44,The Mall at Millenia,2023-10-07
105554,Accessories,1,372.77,The Mall at Millenia,2024-05-21
105555,Beauty Products,2,211.35,Lakeside Shopping Centre,2024-10-12
105556,Footwear,1,58.92,Westfield San Francisco Centre,2020-04-06
105557,Accessories,1,72.09,The Domain,2024-04-14
105558,Toys,1,239.57,Stonebriar Centre,2020-03-31
105559,Books,1,361.42,Park Meadows,2020-10-10
105560,Electronics,4,124.34,Trafford Centre,2023-07-31
105561,Clothing,2,481.67,The Mall at Short Hills,2023-02-27
105562,Jewelry,1,327.76,Dolphin Mall,2020-08-02
105563,Accessories,2,227.29,Metrocentre,2022-10-26
105564,Jewelry,4,424.83,The Trafford Centre,2022-11-04
105565,Accessories,2,99.23,SouthPark,2024-12-01
105566,Electronics,1,492.93,Bloor-Yorkville,2021-11-26
105567,Groceries,4,153.0,Scottsdale Fashion Square,2024-03-31
105568,Jewelry,1,262.9,Santa Monica Place,2020-08-09
105569,Home Decor,2,83.33,The Oracle,2022-09-04
105570,Electronics,1,330.53,Lenox Square,2021-07-21
105571,Footwear,2,363.02,Westfield San Francisco Centre,2023-10-28
105572,Home Decor,3,48.75,South Coast Plaza,2020-02-18
105573,Toys,4,251.11,Fashion Show Mall,2020-05-19
105574,Footwear,1,405.95,Aventura Mall,2021-05-19
105575,Electronics,4,298.48,Oakbrook Center,2020-12-26
105576,Accessories,3,160.99,Easton Town Center,2022-08-04
105577,Footwear,2,480.24,The Oracle,2023-11-27
105578,Electronics,3,82.35,Westfield Annapolis,2020-09-02
105579,Electronics,4,298.81,International Plaza and Bay Street,2021-01-01
105580,Clothing,3,326.02,The Mall at Short Hills,2022-02-21
105581,Electronics,3,123.65,Lenox Square,2020-11-15
105582,Home Decor,1,201.25,CambridgeSide,2022-03-08
105583,Jewelry,2,227.8,Trafford Centre,2020-09-16
105584,Groceries,1,28.09,Westfield Stratford City,2024-06-28
105585,Beauty Products,2,440.99,Tysons Corner Center,2020-06-02
105586,Footwear,1,468.1,CambridgeSide,2023-03-01
105587,Footwear,1,385.52,The Streets at Southpoint,2023-12-10
105588,Toys,1,352.83,The Grove,2021-06-25
105589,Toys,1,359.33,Lakeside Shopping Centre,2021-07-16
105590,Electronics,4,379.98,Scottsdale Fashion Square,2022-11-04
105591,Electronics,4,339.47,Metrocentre,2021-12-16
105592,Books,3,131.1,The Domain,2024-02-22
105593,Groceries,3,43.37,The Grove,2021-03-17
105594,Clothing,2,332.09,Westfield Century City,2022-11-05
105595,Toys,3,134.11,The Americana at Brand,2021-07-25
105596,Books,2,286.4,The Americana at Brand,2023-05-15
105597,Jewelry,2,293.46,CambridgeSide,2023-03-21
105598,Beauty Products,3,66.89,Palisades Center,2022-05-30
105599,Home Decor,3,35.28,Westfield London,2023-04-10
105600,Beauty Products,2,183.28,Bellevue Square,2020-10-05
105601,Home Decor,3,273.47,The Grove,2020-04-24
105602,Toys,1,9.79,The Streets at Southpoint,2022-07-26
105603,Beauty Products,3,499.47,Fashion Show Mall,2020-10-29
105604,Beauty Products,4,232.59,Mall of America,2021-10-27
105605,Clothing,4,219.06,Bellevue Square,2022-10-09
105606,Footwear,4,75.1,The Mall at Millenia,2024-07-29
105607,Accessories,2,326.14,NorthPark Center,2022-10-15
105608,Home Decor,2,125.02,Cherry Creek Shopping Center,2023-05-24
105609,Beauty Products,2,44.94,CambridgeSide,2023-05-16
105610,Electronics,2,193.77,Westfield London,2021-12-29
105611,Beauty Products,4,136.87,Oakbrook Center,2023-03-01
105612,Footwear,4,360.39,Santa Monica Place,2021-12-30
105613,Clothing,2,305.04,Stonebriar Centre,2020-09-08
105614,Footwear,2,388.71,Town Center at Boca Raton,2020-06-28
105615,Toys,3,430.95,The Trafford Centre,2024-10-15
105616,Accessories,2,333.22,Metrocentre,2020-10-21
105617,Accessories,3,382.02,Oakbrook Center,2024-08-23
105618,Jewelry,4,318.02,Westfield Annapolis,2021-11-15
105619,Electronics,1,417.27,Lakeside Shopping Centre,2023-01-08
105620,Clothing,1,247.75,Fashion Show Mall,2021-06-16
105621,Electronics,3,379.21,Mall of America,2023-01-18
105622,Footwear,2,113.77,Tysons Corner Center,2023-05-13
105623,Home Decor,2,29.58,The Galleria,2022-01-29
105624,Jewelry,1,496.62,Meadowhall,2022-11-11
105625,Accessories,2,260.23,SouthPark,2020-01-03
105626,Jewelry,4,119.04,Oakbrook Center,2022-05-06
105627,Toys,1,261.31,Lenox Square,2020-07-23
105628,Footwear,4,246.44,The Shops at La Cantera,2022-11-16
105629,Toys,2,473.64,Westfield Century City,2023-11-11
